Creditability,Account_Balance,Duration_of_Credit,Previous_Credit,Purpose,Credit_Amount,Value_Savings_Stocks,employment,Instalment_percent,Sex_MaritalStatus,Guarantors,Duration_address,asset,Age,Concurrent_Credits,Type_apartment,No_of_Credits,Occupation,dependents,Telephone,Foreign_Worker
bad,2,18,critical/other existing credit,other,1056,1,5,3,male: married / widowed,Guarantor  ,3,1,30,3,rented flat,2,3,1,yes,yes
bad,1,12,existing paid,other,1274,1,2,3,male: single,none,1,1,37,1,rented flat,1,2,1,yes,yes
bad,2,12,existing paid,other,1223,1,5,1,male: divorced / living apart,none,1,1,46,3,free apartment,2,3,1,yes,yes
bad,1,12,existing paid,other,1372,1,4,2,male: divorced / living apart,none,3,3,36,3,rented flat,1,3,1,yes,yes
bad,1,16,critical/other existing credit,other,2625,1,5,2,male: married / widowed,Guarantor  ,4,2,43,3,free apartment,1,3,1,no,no
bad,1,20,critical/other existing credit,other,2235,1,3,4,female:,Guarantor  ,2,2,33,1,free apartment,2,3,1,yes,no
bad,2,9,existing paid,used car,959,1,3,1,male: single,none,2,3,29,1,rented flat,1,3,1,yes,yes
bad,2,18,critical/other existing credit,other,884,1,5,4,male: married / widowed,none,4,3,36,3,rented flat,1,3,2,no,yes
bad,2,24,existing paid,other,1246,1,2,4,male: married / widowed,none,2,1,23,1,rented flat,1,2,1,yes,yes
bad,2,36,delayed previously,other,8086,2,5,2,male: married / widowed,none,4,3,42,2,rented flat,4,4,1,no,yes
bad,4,48,critical/other existing credit,other,10127,3,3,2,male: married / widowed,none,2,4,44,3,owner-occupied flat,1,3,1,yes,yes
bad,2,12,existing paid,other,888,1,5,4,male: married / widowed,none,4,3,41,1,rented flat,1,2,2,yes,yes
bad,4,12,existing paid,repair,719,1,5,4,male: married / widowed,none,4,3,41,1,rented flat,1,2,2,yes,yes
bad,2,36,existing paid,other,12389,5,3,1,male: married / widowed,none,4,4,37,1,owner-occupied flat,1,3,1,no,yes
bad,1,12,existing paid,items of furniture,709,1,5,4,male: married / widowed,none,4,1,57,3,rented flat,1,2,1,yes,yes
bad,2,15,all paid,other,6850,2,1,1,male: married / widowed,none,2,2,34,2,rented flat,1,4,2,no,yes
bad,4,10,existing paid,used car,2210,1,3,2,male: married / widowed,none,2,1,25,3,free apartment,1,2,1,yes,yes
bad,4,30,all paid,new car,7485,5,1,4,male: single,none,1,1,53,1,rented flat,1,4,1,no,yes
bad,1,18,all paid,other,1442,1,4,4,male: married / widowed,none,4,4,32,1,owner-occupied flat,2,2,2,yes,yes
bad,4,12,critical/other existing credit,items of furniture,797,5,5,4,male: single,none,3,2,33,3,rented flat,1,2,2,yes,yes
bad,2,45,critical/other existing credit,items of furniture,4746,1,2,4,male: married / widowed,none,2,2,24,1,rented flat,2,2,1,yes,yes
bad,3,12,critical/other existing credit,other,939,3,4,4,female:,none,2,1,28,3,rented flat,3,3,1,no,yes
bad,2,21,existing paid,retraining,1188,1,5,2,male: single,none,4,2,39,3,rented flat,1,3,2,yes,yes
bad,4,48,critical/other existing credit,new car,11590,2,3,2,male: single,none,4,3,24,3,free apartment,2,2,1,yes,yes
bad,3,12,all paid,retraining,609,1,2,4,male: single,none,1,1,26,1,rented flat,1,1,1,yes,yes
bad,1,18,critical/other existing credit,household appliances,1190,1,1,2,male: single,none,4,4,55,3,owner-occupied flat,3,1,2,yes,yes
bad,2,21,existing paid,retraining,2767,2,5,4,male: divorced / living apart,none,2,3,61,3,free apartment,2,2,1,yes,yes
bad,2,30,existing paid,used car,3441,2,3,2,male: single,Co-Applicant  ,4,3,21,1,free apartment,1,3,1,yes,yes
bad,2,30,no credits/all paid,retraining,4280,2,3,4,male: single,none,4,3,26,3,free apartment,2,2,1,yes,yes
bad,2,24,existing paid,items of furniture,3092,2,2,3,female:,none,2,3,22,3,free apartment,1,3,1,no,yes
bad,4,18,existing paid,other,6761,5,3,2,male: married / widowed,none,4,3,68,2,free apartment,2,3,1,yes,yes
bad,2,12,existing paid,items of furniture,1331,1,2,2,male: married / widowed,none,1,3,22,3,rented flat,1,3,1,yes,yes
bad,2,54,no credits/all paid,retraining,15945,1,2,3,male: married / widowed,none,4,4,58,3,free apartment,1,3,1,no,yes
bad,1,24,existing paid,used car,3234,1,2,4,male: single,none,4,1,23,3,free apartment,1,2,1,no,yes
bad,2,15,existing paid,items of furniture,802,1,5,4,male: married / widowed,none,3,3,37,3,rented flat,1,3,2,yes,yes
bad,2,48,existing paid,used car,9960,1,2,1,male: single,none,2,3,26,1,rented flat,1,3,1,no,yes
bad,4,24,delayed previously,retraining,8648,1,2,2,male: married / widowed,none,2,3,27,1,rented flat,2,3,1,no,yes
bad,1,18,existing paid,items of furniture,1345,1,3,4,female:,none,3,1,26,3,rented flat,1,3,1,yes,yes
bad,1,45,existing paid,items of furniture,1845,1,3,4,male: married / widowed,none,4,4,23,3,owner-occupied flat,1,3,1,no,yes
bad,1,21,all paid,other,1647,5,3,4,male: married / widowed,none,2,2,40,1,rented flat,2,2,2,yes,yes
bad,4,48,existing paid,retraining,4844,1,1,3,male: married / widowed,none,2,3,33,3,free apartment,1,4,1,no,yes
bad,2,27,no credits/all paid,retraining,8318,1,5,2,male: single,none,4,4,42,2,owner-occupied flat,2,4,1,no,yes
bad,3,18,existing paid,items of furniture,2100,1,3,4,male: married / widowed,Co-Applicant  ,2,1,37,3,rented flat,1,3,1,yes,yes
bad,1,45,no credits/all paid,retraining,11816,1,5,2,male: married / widowed,none,4,3,29,3,free apartment,2,3,1,yes,yes
bad,1,6,existing paid,repair,448,1,2,4,male: single,none,4,2,23,3,rented flat,1,3,1,yes,yes
bad,1,30,existing paid,household appliances,11998,1,2,1,male: divorced / living apart,none,1,4,34,1,rented flat,1,2,1,no,yes
bad,2,48,no credits/all paid,business,18424,1,3,1,male: single,none,2,2,32,1,rented flat,1,4,1,no,no
bad,1,6,existing paid,other,14896,1,5,1,male: married / widowed,none,4,4,68,1,rented flat,1,4,1,no,yes
bad,2,12,existing paid,used car,2762,5,5,1,male: single,none,2,2,25,3,rented flat,1,3,1,no,yes
bad,1,12,existing paid,new car,3386,1,5,3,male: married / widowed,none,4,4,35,3,owner-occupied flat,1,3,1,no,yes
bad,2,24,existing paid,items of furniture,2039,1,2,1,female:,none,1,2,22,3,rented flat,1,3,1,no,yes
bad,4,18,delayed previously,retraining,2169,1,3,4,female:,none,2,3,28,3,rented flat,1,3,1,no,yes
bad,2,48,critical/other existing credit,used car,5096,1,3,2,male: single,none,3,3,30,3,rented flat,1,4,1,no,yes
bad,1,18,existing paid,items of furniture,1882,1,3,4,male: single,none,4,3,25,1,free apartment,2,3,1,yes,yes
bad,1,48,existing paid,items of furniture,6999,1,4,1,female:,Guarantor  ,1,1,34,3,rented flat,2,3,1,no,yes
bad,4,12,critical/other existing credit,retraining,2292,1,1,4,male: married / widowed,none,2,3,42,2,rented flat,2,4,1,no,yes
bad,1,14,existing paid,other,8978,1,5,1,male: divorced / living apart,none,4,2,45,3,rented flat,1,4,1,no,no
bad,1,12,existing paid,items of furniture,674,2,4,4,female:,none,1,2,20,3,rented flat,1,3,1,yes,yes
bad,1,18,existing paid,other,976,1,2,1,male: single,none,2,3,23,3,rented flat,1,2,1,yes,yes
bad,2,24,existing paid,other,2718,1,3,3,male: single,none,4,2,20,3,free apartment,1,2,1,no,yes
bad,1,18,existing paid,repair,750,1,1,4,male: single,none,1,1,27,3,rented flat,1,1,1,yes,yes
bad,2,24,existing paid,new car,12579,1,5,4,male: single,none,2,4,44,3,owner-occupied flat,1,4,1,no,yes
bad,1,18,existing paid,new car,7511,5,5,1,male: married / widowed,none,4,2,51,3,owner-occupied flat,1,3,2,no,yes
bad,1,18,critical/other existing credit,other,3966,1,5,1,male: single,none,4,1,33,1,free apartment,3,3,1,no,yes
bad,1,12,no credits/all paid,items of furniture,6199,1,3,4,male: married / widowed,none,2,2,28,3,free apartment,2,3,1,no,yes
bad,1,24,existing paid,items of furniture,1987,1,3,2,male: married / widowed,none,4,1,21,3,free apartment,1,2,2,yes,yes
bad,1,24,existing paid,other,2303,1,5,4,male: married / widowed,Co-Applicant  ,1,1,45,3,rented flat,1,3,1,yes,yes
bad,4,21,critical/other existing credit,other,12680,5,5,4,male: married / widowed,none,4,4,30,3,owner-occupied flat,1,4,1,no,yes
bad,2,12,existing paid,items of furniture,6468,5,1,2,male: married / widowed,none,1,4,52,3,rented flat,1,4,1,no,yes
bad,1,30,existing paid,used car,6350,5,5,4,male: married / widowed,none,4,2,31,3,rented flat,1,3,1,yes,yes
