Creditability,Account_Balance,Duration_of_Credit,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,Guarantors,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
good,-1,12,existing paid,furniture/equipment,3590,55,3,29,male single,co applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,yes
good,38,11,critical/other existing credit,new car,1322,3165,3,29,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes
good,-1,18,all paid,radio/tv,1940,62,0,20,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,36,existing paid,radio/tv,3595,75,13,6,male single,none,2,car,28,none,own,1,skilled,1,none,yes
bad,-1,9,existing paid,new car,1422,20,0,24,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,30,critical/other existing credit,radio/tv,6742,no known savings,6,27,male single,none,3,life insurance,36,none,own,2,skilled,1,none,yes
good,no checking,24,existing paid,used car,7814,98,6,20,male single,none,3,car,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,24,existing paid,used car,9277,no known savings,3,27,male div/sep,none,4,no known property,48,none,for free,1,skilled,1,yes,yes
good,37,30,critical/other existing credit,new car,2181,no known savings,8,28,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes
good,no checking,18,critical/other existing credit,radio/tv,1098,76,unemployed,6,female div/dep/mar,none,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes
bad,44,24,existing paid,furniture/equipment,4057,70,4,23,male div/sep,none,3,car,43,none,own,1,skilled,1,yes,yes
bad,-1,12,existing paid,education,795,70,0,11,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,yes
good,119,24,critical/other existing credit,business,2825,no known savings,6,19,male single,none,3,no known property,34,none,own,2,skilled,2,yes,yes
bad,32,48,existing paid,business,15672,59,3,29,male single,none,2,car,23,none,own,1,skilled,1,yes,yes
good,no checking,36,critical/other existing credit,new car,6614,18,20,11,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes
good,no checking,28,all paid,used car,7824,no known savings,0,22,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes
good,-1,27,critical/other existing credit,business,2442,55,9,25,male single,none,4,car,43,stores,own,4,high qualif/self emp/mgmt,2,yes,yes
good,no checking,15,critical/other existing credit,radio/tv,1829,14,20,9,male single,none,4,car,46,none,own,2,skilled,1,yes,yes
good,-1,12,critical/other existing credit,new car,2171,52,1,11,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no
good,87,36,critical/other existing credit,used car,5800,78,2,24,male single,none,4,car,34,none,own,2,skilled,1,yes,yes
good,no checking,18,critical/other existing credit,radio/tv,1169,no known savings,2,17,male single,none,3,life insurance,29,none,own,2,skilled,1,yes,yes
good,no checking,36,delayed previously,used car,8947,no known savings,4,22,male single,none,2,car,31,stores,own,1,high qualif/self emp/mgmt,2,yes,yes
good,-1,21,existing paid,radio/tv,2606,9,0,19,female div/dep/mar,none,4,life insurance,28,none,rent,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,12,critical/other existing credit,furniture/equipment,1592,3247,6,20,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,no
good,no checking,15,existing paid,furniture/equipment,2186,no known savings,4,61,female div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes
bad,-1,18,existing paid,furniture/equipment,4153,93,2,30,male single,co applicant,3,car,42,none,own,1,skilled,1,none,yes
bad,-1,16,critical/other existing credit,new car,2625,61,17,27,male single,guarantor,4,life insurance,43,bank,rent,1,skilled,1,yes,yes
good,no checking,20,critical/other existing credit,new car,3485,no known savings,0,32,male div/sep,none,4,real estate,44,none,own,2,skilled,1,yes,yes
good,no checking,36,critical/other existing credit,used car,10477,no known savings,9,32,male single,none,4,no known property,42,none,for free,2,skilled,1,none,yes
good,no checking,15,existing paid,radio/tv,1386,no known savings,2,14,male mar/wid,none,2,real estate,40,none,rent,1,skilled,1,yes,yes
good,no checking,24,existing paid,radio/tv,1278,38,17,11,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,-1,12,existing paid,radio/tv,1107,59,1,32,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,yes,yes
good,-1,21,existing paid,new car,3763,no known savings,4,32,male single,co applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no
good,155,36,existing paid,education,3711,no known savings,3,28,male mar/wid,none,2,car,27,none,own,1,skilled,1,none,yes
good,no checking,15,delayed previously,used car,3594,91,0,50,female div/dep/mar,none,2,life insurance,46,none,own,2,unskilled resident,1,none,yes
good,11,9,existing paid,new car,3195,no known savings,2,55,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes
good,no checking,36,delayed previously,radio/tv,4454,29,1,11,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,yes
bad,68,24,critical/other existing credit,furniture/equipment,4736,20,0,30,female div/dep/mar,none,4,car,25,bank,own,1,unskilled resident,1,none,yes
good,157,30,existing paid,radio/tv,2991,no known savings,14,26,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes
good,no checking,11,existing paid,business,2142,3687,14,69,male div/sep,none,2,real estate,28,none,own,1,skilled,1,yes,yes
bad,-1,24,all paid,business,3161,73,3,7,male single,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes
bad,68,48,no credits/all paid,other,18424,35,1,51,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,no
good,no checking,10,existing paid,used car,2848,142,3,53,male single,co applicant,2,real estate,32,none,own,1,skilled,2,none,yes
bad,-1,6,existing paid,new car,14896,17,18,41,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,-1,24,existing paid,furniture/equipment,2359,234,unemployed,56,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,none,yes
bad,-1,24,existing paid,furniture/equipment,3345,53,9,18,male single,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,18,critical/other existing credit,furniture/equipment,1817,48,3,13,female div/dep/mar,none,2,no known property,28,none,own,2,skilled,1,none,yes
good,no checking,48,delayed previously,radio/tv,12749,938,6,12,male single,none,1,car,37,none,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,-1,9,existing paid,radio/tv,1366,83,0,23,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes
good,146,12,existing paid,new car,2002,64,5,22,male single,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes
bad,-1,24,all paid,furniture/equipment,6872,75,0,31,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes
bad,-1,12,all paid,new car,697,26,0,19,male single,none,2,car,46,bank,own,2,skilled,1,yes,yes
good,-1,18,critical/other existing credit,furniture/equipment,1049,6,0,18,female div/dep/mar,none,4,life insurance,21,none,rent,1,skilled,1,none,yes
bad,-1,48,existing paid,used car,10297,7,4,16,male single,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes
good,no checking,30,existing paid,radio/tv,1867,no known savings,20,6,male single,none,4,car,58,none,own,1,skilled,1,yes,yes
good,-1,12,delayed previously,new car,1344,1,3,4,male single,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes
good,-1,24,existing paid,furniture/equipment,1747,62,0,61,male single,co applicant,1,life insurance,24,none,own,1,unskilled resident,1,none,no
bad,97,9,existing paid,radio/tv,1670,38,0,9,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,yes,yes
good,no checking,9,critical/other existing credit,new car,1224,78,3,20,male single,none,1,real estate,30,none,own,2,skilled,1,none,yes
good,no checking,12,critical/other existing credit,radio/tv,522,745,17,18,male single,none,4,life insurance,42,none,own,2,skilled,2,yes,yes
good,-1,12,existing paid,radio/tv,1498,34,3,20,female div/dep/mar,none,1,car,23,bank,own,1,skilled,1,none,yes
bad,145,30,delayed previously,radio/tv,1919,278,0,11,male single,none,3,no known property,30,stores,own,2,high qualif/self emp/mgmt,1,none,yes
bad,8011,9,existing paid,radio/tv,745,79,2,21,female div/dep/mar,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes
good,195,6,existing paid,radio/tv,2063,73,0,6,male mar/wid,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,yes
bad,149,60,existing paid,education,6288,85,1,8,male single,none,4,no known property,42,none,for free,1,skilled,1,none,yes
good,no checking,24,critical/other existing credit,used car,6842,no known savings,1,27,male single,none,4,life insurance,46,none,own,2,high qualif/self emp/mgmt,2,yes,yes
good,no checking,12,existing paid,new car,3527,no known savings,0,26,male single,none,3,life insurance,45,none,own,1,high qualif/self emp/mgmt,2,yes,yes
good,no checking,10,existing paid,new car,1546,24,1,22,male single,none,2,real estate,31,none,own,1,unskilled resident,2,none,no
good,no checking,24,existing paid,furniture/equipment,929,no known savings,5,7,male single,none,2,car,31,stores,own,1,skilled,1,yes,yes
good,no checking,4,critical/other existing credit,new car,1455,54,5,28,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes
good,-1,15,existing paid,furniture/equipment,1845,39,0,5,female div/dep/mar,guarantor,1,life insurance,46,none,rent,1,skilled,1,none,yes
good,174,48,no credits/all paid,new car,8358,717,0,62,female div/dep/mar,none,1,car,30,none,own,2,skilled,1,none,yes
bad,-1,24,all paid,furniture/equipment,3349,609,0,18,male single,none,4,no known property,30,none,for free,1,skilled,2,yes,yes
good,no checking,12,existing paid,new car,2859,no known savings,unemployed,15,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,no checking,18,existing paid,furniture/equipment,1533,41,0,33,male mar/wid,co applicant,1,life insurance,43,none,own,1,unskilled resident,2,none,yes
bad,no checking,24,existing paid,radio/tv,3621,166,8,25,male single,none,4,car,31,none,own,2,skilled,1,none,yes
good,171,18,critical/other existing credit,business,3590,15,unemployed,23,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,yes
bad,-1,36,delayed previously,business,2145,84,6,26,male single,none,1,car,24,none,own,2,skilled,1,yes,yes
bad,80,24,existing paid,used car,4113,815,0,22,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,none,yes
bad,no checking,36,existing paid,furniture/equipment,10974,48,unemployed,17,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes
good,-1,12,existing paid,new car,1893,12,2,9,female div/dep/mar,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes
good,-1,24,critical/other existing credit,radio/tv,1231,5055,10,11,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,yes
good,4136,30,critical/other existing credit,radio/tv,3656,no known savings,20,15,male single,none,4,life insurance,49,stores,own,2,unskilled resident,1,none,yes
good,48,9,critical/other existing credit,radio/tv,1154,6,13,26,male single,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes
bad,-1,28,existing paid,new car,4006,95,1,23,male single,none,2,car,45,none,own,1,unskilled resident,1,none,yes
good,23,24,existing paid,furniture/equipment,3069,383,15,5,male single,none,4,no known property,30,none,for free,1,skilled,1,none,yes
good,no checking,6,critical/other existing credit,radio/tv,1740,67,17,32,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,yes
good,123,21,delayed previously,new car,2353,41,3,45,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,none,yes
good,no checking,15,existing paid,new car,3556,no known savings,3,20,male single,none,2,no known property,29,none,own,1,skilled,1,none,yes
bad,no checking,24,existing paid,radio/tv,2397,961,20,24,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes
good,99,6,existing paid,repairs,454,83,0,23,male mar/wid,none,1,life insurance,22,none,own,1,unskilled resident,1,none,yes
good,31,30,existing paid,radio/tv,1715,no known savings,2,7,female div/dep/mar,none,1,car,26,none,own,1,skilled,1,none,yes
bad,169,27,critical/other existing credit,radio/tv,2520,758,3,15,male single,none,2,life insurance,23,none,own,2,unskilled resident,1,none,yes
good,no checking,15,existing paid,radio/tv,3568,77,10,16,female div/dep/mar,none,2,car,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,42,existing paid,radio/tv,7166,no known savings,6,28,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,yes
good,-1,11,critical/other existing credit,new car,3939,6,1,57,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes
good,175,15,existing paid,repairs,1514,445,2,9,male single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes
good,no checking,24,existing paid,new car,7393,6,2,58,male single,none,4,life insurance,43,none,own,1,unskilled resident,2,none,yes
bad,-1,24,all paid,new car,1193,60,unemployed,40,female div/dep/mar,co applicant,4,no known property,29,none,rent,2,unemp/unskilled non res,1,none,yes
bad,-1,60,existing paid,business,7297,25,8,9,male single,co applicant,4,no known property,36,none,rent,1,skilled,1,none,yes
good,no checking,30,critical/other existing credit,radio/tv,2831,4,2,10,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,yes
good,5607,24,existing paid,radio/tv,1258,616,3,21,female div/dep/mar,none,3,car,57,none,own,1,unskilled resident,1,none,yes
good,97,6,existing paid,radio/tv,753,3,1,27,female div/dep/mar,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes
good,54,18,delayed previously,business,2427,no known savings,19,6,male single,none,2,life insurance,42,none,own,2,skilled,1,none,yes
bad,no checking,24,delayed previously,new car,2538,65,10,11,male single,none,4,car,47,none,own,2,unskilled resident,2,none,yes
bad,38,15,all paid,new car,1264,471,2,26,male mar/wid,none,2,life insurance,25,none,rent,1,skilled,1,none,yes
bad,117,30,critical/other existing credit,furniture/equipment,8386,11,5,34,male single,none,2,life insurance,49,none,own,1,skilled,1,none,yes
bad,no checking,48,existing paid,business,4844,43,unemployed,23,male single,none,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes
good,6423,21,existing paid,new car,2923,200,1,39,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,-1,36,existing paid,used car,8229,1,1,34,male single,none,2,life insurance,26,none,own,1,skilled,2,none,yes
good,no checking,24,critical/other existing credit,furniture/equipment,2028,1,6,30,male single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,yes
good,-1,15,critical/other existing credit,furniture/equipment,1433,35,1,23,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes
good,933,42,no credits/all paid,business,6289,75,0,33,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,none,yes
good,no checking,13,existing paid,radio/tv,1409,491,unemployed,32,female div/dep/mar,none,4,real estate,64,none,own,1,skilled,1,none,yes
good,-1,24,existing paid,used car,6579,71,unemployed,15,male single,none,2,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,yes
good,67,24,critical/other existing credit,radio/tv,1743,0,9,14,male single,none,2,life insurance,48,none,own,2,unskilled resident,1,none,yes
good,no checking,12,critical/other existing credit,education,3565,no known savings,0,26,male single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,yes
good,no checking,15,all paid,radio/tv,1569,403,19,32,male single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes
good,-1,18,existing paid,radio/tv,1936,no known savings,6,34,male mar/wid,none,4,car,23,none,rent,2,unskilled resident,1,none,yes
good,-1,36,existing paid,furniture/equipment,3959,0,unemployed,13,male single,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,12,existing paid,new car,2390,no known savings,11,11,male single,none,3,car,50,none,own,1,skilled,1,yes,yes
good,no checking,12,existing paid,furniture/equipment,1736,8,6,20,female div/dep/mar,none,4,real estate,31,none,own,1,unskilled resident,1,none,yes
good,-1,30,existing paid,used car,3857,92,2,17,male div/sep,none,4,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,12,existing paid,radio/tv,804,72,17,10,male single,none,4,car,38,none,own,1,skilled,1,none,yes
bad,-1,45,existing paid,radio/tv,1845,56,1,7,male single,none,4,no known property,23,none,for free,1,skilled,1,yes,yes
good,101,45,critical/other existing credit,used car,4576,491,unemployed,23,male single,none,4,car,27,none,own,1,skilled,1,none,yes
